fqdn;nome;id_documento;nome_contato;data_cadastro;data_ultalt
businessbrazil.gov.br;Min. RelaÁıes Exteriores Depto PromoÁ„o Comercial;000.394.536/0009-96;Carlos Henrique Moscardo;24/06/2013 14:44;15/08/2022 19:03
butantan.gov.br;Instituto Butantan;061.821.344/0001-56;Instituto Butantan Administrador;09/02/1998 19:05;12/05/2021 21:10
bvenergia.gov.br;Centrais Eletricas do Norte do Brasil;000.357.038/0001-16;Dept de Infraestrutura e Operacoes de TI;12/09/2000 12:00;05/05/2020 20:44
cadastrominhacasaminhavida.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0001-04;GerÍncia de Internet da CAIXA;25/03/2016 20:12;29/03/2016 19:56
cadastrorural.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0001-07;Gest„o do ServiÁo Internet - SERPRO;04/11/2014 11:21;08/06/2020 13:43
cade.gov.br;Conselho Administrativo de Defesa Econ√¥mica;000.418.993/0001-16;Vinicius Eloy dos Reis;18/04/2001 20:48;19/06/2020 17:36
cademinhamerenda.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
cadicon.gov.br;Tribunal de Contas da Uni„o;000.414.607/0001-18;Lorena Brasil Cirilo Passos;05/09/2016 14:43;16/10/2020 20:34
caged.gov.br;MINISTERIO DO TRABALHO E EMPREGO;037.115.367/0033-48;Equipe de Redes MTE;29/04/2005 18:22;19/04/2022 17:30
caisan.gov.br;SUBSEC. DE ASSUNTOS ADMIN. DO MIN. DA CIDADANIA;005.756.246/0001-01;Ricardo Alexandre Araujo Silva;14/05/2014 15:19;07/05/2021 03:06
caixaaqui.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/2714-85;GerÍncia de Internet da CAIXA;05/09/2001 20:08;16/07/2015 18:51
caixacultural.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0001-04;GerÍncia de Internet da CAIXA;17/05/2005 11:42;16/07/2015 18:55
caixadasorte.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/2399-13;GerÍncia de Internet da CAIXA;04/08/2000 21:17;16/07/2015 18:56
caixadotesouro.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/2399-13;GerÍncia de Internet da CAIXA;04/08/2000 21:17;16/07/2015 18:59
caixaeconomicafederal.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0001-04;GerÍncia de Internet da CAIXA;20/10/1998 13:51;16/07/2015 19:08
caixaeconomica.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0001-04;GerÍncia de Internet da CAIXA;20/08/1997 12:00;16/07/2015 19:03
caixaforte.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/2399-13;GerÍncia de Internet da CAIXA;04/08/2000 21:17;16/07/2015 19:31
caixa.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0001-04;GerÍncia de Internet da CAIXA;20/08/1997 12:00;29/11/2016 02:08
caixainveste.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/2714-85;GerÍncia de Internet da CAIXA;25/10/2001 19:55;16/07/2015 19:34
caixainvest.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/2714-85;GerÍncia de Internet da CAIXA;25/10/2001 19:55;16/07/2015 19:34
caixamaisqueumbanco.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0001-04;GerÍncia de Internet da CAIXA;12/09/2011 18:52;16/07/2015 19:35
caixamasterpass.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0001-04;GerÍncia de Internet da CAIXA;27/10/2015 19:33;27/10/2015 19:33
caixaoperadoradeseguros.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0001-04;GerÍncia de Internet da CAIXA;16/07/2015 17:39;16/07/2015 19:38
caixapostal.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0001-04;GerÍncia de Internet da CAIXA;23/11/1999 16:04;16/07/2015 19:40
caixaqui.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0655-83;GerÍncia de Internet da CAIXA;04/08/2000 21:17;16/07/2015 19:41
caixaresolve.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0674-46;GerÍncia de Internet da CAIXA;04/08/2000 20:46;16/07/2015 19:41
caixaseguridade.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0001-04;GerÍncia de Internet da CAIXA;16/07/2015 17:39;16/07/2015 19:42
caixavirtual.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0655-83;GerÍncia de Internet da CAIXA;04/08/2000 21:17;16/07/2015 19:43
camaradosdeputados.gov.br;Camara dos Deputados;000.530.352/0001-59;Sebasti„o Neiva Filho;27/05/2005 11:43;08/06/2015 19:42
camara.gov.br;Camara dos Deputados;000.530.352/0001-59;Sebasti„o Neiva Filho;26/04/1997 12:00;25/05/2018 17:20
camex.gov.br;MINIST√âRIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVI;000.394.478/0002-24;Alessandro Franca Dantas;26/09/2012 15:55;13/04/2022 11:38
caminhaodasorte.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0643-40;GerÍncia de Internet da CAIXA;02/05/2000 13:26;16/07/2015 19:43
caminhaofederal.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0643-40;GerÍncia de Internet da CAIXA;02/05/2000 13:26;16/07/2015 19:44
cancer.gov.br;MINIST√âRIO DA SA√öDE - INSTITUTO NACIONAL DE C√ÇNCER;000.394.544/0171-50;ANA CRISTINA PINHO MENDES PEREIRA;22/03/2005 12:12;05/12/2018 16:39
capacidades.gov.br;MinistÈrio das Cidades;000.489.828/0006-60;Ramon Lacerda Fonseca;19/10/2011 18:22;14/05/2022 00:06
capes.gov.br;FUNDACAO CAPES;000.889.834/0001-08;Milton Sampaio Castro de Oliveira;01/01/1996 12:00;17/04/2018 00:15
capitalderisco.gov.br;FINANCIADORA DE ESTUDOS E PROJETOS - FINEP;033.749.086/0002-90;Waldemar Barroso Magno Neto;04/04/2000 17:17;11/07/2017 22:10
capoeira.gov.br;INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NACI;026.474.056/0008-48;Fernando Antonio Ornelas de Almeida;01/03/2016 11:06;06/01/2021 20:06
car.gov.br;ServiÁo Florestal Brasileiro;037.115.375/0008-83;Ministerio da Agricultura;06/12/2012 12:40;21/04/2022 21:41
carrocampeao.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/2399-13;GerÍncia de Internet da CAIXA;04/08/2000 21:17;16/07/2015 19:44
cartaobndes.gov.br;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;033.657.248/0001-89;Eduardo Carneiro da Cunha;02/05/2002 13:40;28/03/2021 13:25
cartelafederal.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0643-40;GerÍncia de Internet da CAIXA;02/05/2000 13:26;16/07/2015 19:54
casabrasil2016.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
casabrasil.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
casacivil.gov.br;PRESID√äNCIA DA REP√öBLICA;000.394.411/0001-09;SECRETARIA ESPECIAL DE ADMINISTRAÁ„O;08/08/2009 18:51;06/04/2021 21:57
casadamoeda.gov.br;CASA DA MOEDA DO BRASIL CMB;034.164.319/0005-06;Vitor da Silva Abreu;01/05/1997 12:00;11/06/2019 14:16
casadoscontos.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
casamilitar.gov.br;SECRETARIA-GERAL DA PRESIDENCIA DA REP√öBLICA;010.366.249/0001-79;SECRETARIA ESPECIAL DE ADMINISTRAÁ„O;04/11/2015 18:09;06/04/2021 22:32
casaruibarbosa.gov.br;Fundacao Casa de Rui Barbosa;042.519.488/0001-08;Marta Ribeiro Rocha e Silva de Senna;02/03/1998 19:21;03/09/2018 19:53
casemg.gov.br;Cia. de ArmazÈns e Silos do Estado de Minas Gerais;017.186.370/0001-68;Janes Mara Rocha;17/07/2013 20:04;05/05/2020 20:44
catir.gov.br;MINISTERIO DA FAZENDA;000.394.460/0008-18;Gest„o do ServiÁo Internet - SERPRO;10/12/2010 23:52;12/01/2021 11:25
cauac.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;06/07/2012 12:40;18/07/2020 19:07
caual.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;06/07/2012 12:40;18/07/2020 19:09
cauam.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;06/05/2015 21:00;18/07/2020 19:12
cauap.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;06/05/2015 21:00;18/07/2020 19:14
cauba.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;26/06/2014 11:17;18/07/2020 19:16
caubr.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;06/07/2012 12:40;24/10/2020 17:15
cauce.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;06/07/2012 12:40;18/07/2020 19:18
caudf.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;06/07/2012 12:40;18/07/2020 19:20
caues.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;06/07/2012 12:40;18/07/2020 19:22
caugo.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;06/07/2012 12:40;18/07/2020 19:24
cauma.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;06/07/2012 12:40;20/07/2020 19:43
caumg.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;06/07/2012 12:40;18/07/2020 19:26
caums.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;06/07/2012 12:40;18/07/2020 19:30
caumt.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;06/07/2012 12:40;18/07/2020 19:32
caupa.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;06/07/2012 12:40;18/07/2020 19:34
caupb.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;06/07/2012 12:40;18/07/2020 19:36
caupe.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;06/07/2012 12:46;18/07/2020 19:37
caupi.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;06/07/2012 12:46;18/07/2020 19:47
caupr.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;06/07/2012 12:46;18/07/2020 19:49
caurj.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;01/08/2012 11:59;18/07/2020 19:02
caurn.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;06/07/2012 12:46;18/07/2020 19:52
cauro.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;01/08/2012 18:51;18/07/2020 19:54
caurr.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;01/08/2012 18:51;18/07/2020 19:56
caurs.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;01/08/2012 18:51;18/07/2020 19:58
causc.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;01/08/2012 18:51;18/07/2020 20:01
cause.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;01/08/2012 18:51;20/07/2020 18:36
causp.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;01/08/2012 18:51;18/07/2020 18:58
cauto.gov.br;Conselho de Arquitetura e Urbanismo do Brasil;014.702.767/0001-77;HAROLDO PINHEIRO VILLAR DE QUEIROZ;01/08/2012 18:51;18/07/2020 20:02
cbee.gov.br;Centrais Eletricas do Norte do Brasil;000.357.038/0001-16;Dept de Infraestrutura e Operacoes de TI;24/01/2002 14:02;15/03/2022 13:57
cbh.gov.br;AgÍncia Nacional de √Åguas;004.204.444/0001-08;Fabiano Costa de Almeida;26/02/2008 13:33;30/09/2020 15:25
cbnb.gov.br;TERCEIRO COMANDO AEREO REGIONAL;000.394.429/0023-16;MAGNO CABRAL;24/10/2005 16:34;05/05/2020 20:44
c-brasil.gov.br;SERVI√áO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0009-56;Gest„o do ServiÁo Internet - SERPRO;08/05/2000 20:09;08/06/2020 13:38
c-brazil.gov.br;SERVI√áO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0009-56;Gest„o do ServiÁo Internet - SERPRO;08/05/2000 20:09;08/06/2020 13:39
cbtu.gov.br;Companhia Brasileira de Trens Urbanos;042.357.483/0001-26;Alexander de Freitas Pinnock;20/02/1998 12:15;26/08/2021 20:19
cbtujp.gov.br;Companhia Brasileira de Trens Urbanos;042.357.483/0010-17;Alan Jorge Markus;27/09/2000 17:05;08/09/2021 19:35
cbtumetrorec.gov.br;COMPANHIA BRASILEIRA DE TRENS URBANOS;042.357.483/0006-30;Carlos Alberto Ribeiro;10/04/2008 13:07;08/09/2021 19:48
cbtu-natal.gov.br;Companhia Brasileira de Trens Urbanos-Gerencia Nat;042.357.483/0009-83;Dulce Helena C C de Albuq;28/08/1998 14:59;08/09/2021 19:11
cbtu-sturec.gov.br;COMPANHIA BRASILEIRA DE TRENS URBANOS;042.357.483/0006-30;Carlos Alberto Ribeiro;01/06/2011 12:34;08/09/2021 19:47
ccom.gov.br;Agencia Brasileira de Inteligencia;001.175.497/0001-41;Rodrigo Bastos Vasconcelos Teperino;16/12/1999 10:49;01/06/2020 17:27
ccpe.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
cdb.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:22;24/08/2022 12:22
cdes.gov.br;PRESID√äNCIA DA REP√öBLICA;000.394.411/0001-09;SECRETARIA ESPECIAL DE ADMINISTRAÁ„O;12/02/2003 14:00;12/02/2003 12:00
cd.gov.br;Camara dos Deputados;000.530.352/0001-59;Sebasti„o Neiva Filho;15/06/2010 10:33;08/06/2015 17:33
cdp-ahitar.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
cdv.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
ceagesp.gov.br;Companhia de Entrepostos e ArmazÈns Gerais de SP;062.463.005/0001-08;Departamento de Tecnologia;01/10/2003 11:20;16/08/2021 14:37
ceara.gov.br;Secretaria da AdministraÁ„o;007.954.480/0001-79;Raimundo Osman Lima;21/08/1995 12:00;05/05/2020 20:44
ceasa.gov.br;COMPANHIA NACIONAL DE ABASTECIMENTO;026.461.699/0001-80;SuperintendÍncia de Tec. da InformaÁ„o;01/02/2006 13:41;07/07/2020 19:33
cefetbg.gov.br;INSTITUTO FEDERAL DE EDU., CIENCIA E TEC. DO RS;010.637.926/0001-46;JULIO XANDRO HECK;11/12/2002 11:10;04/02/2020 12:34
cefetsvs.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
cef.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0001-04;GerÍncia de Internet da CAIXA;01/01/1996 12:00;27/06/2021 19:26
ce.gov.br;EMPRESA DE TECNOLOGIA DA INFORMACAO DO CEARA-ETICE;003.773.788/0001-67;RAIMUNDO OSMAN LIMA;27/05/1996 12:00;25/10/2019 14:34
ceitec.gov.br;Centro Nacional de Tecnologia Eletronica Avancada;010.770.641/0001-89;Luiz F. Salvadori Zachia;13/11/2013 16:08;04/05/2020 18:28
celepar.gov.br;CIA. DE TECNOL. DA INFOR. E COMUNICAÁ„O DO PARAN√Å;076.545.011/0001-19;CIA. DE TECNOL. DA INFOR. E COMUNICAÁ„O;18/03/1996 12:00;08/12/2009 13:41
cemaden.gov.br;MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO - CEM;001.263.896/0026-12;CENTRO NAC. MONIT. E ALERTAS DE DESASTRE;30/09/2011 13:19;02/04/2018 13:28
cemave.gov.br;INSTITUTO CHICO MENDES DE CONS. DA BIODIVERSIDADE;008.829.974/0001-94;Homero de Giorge Cerqueira;18/04/2013 18:37;19/04/2013 12:32
cenad.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
cenipa.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
cenp.gov.br;Centro Nacional de Primatas;000.394.544/0022-00;Liliane Almeida Carneiro;25/11/2015 14:25;11/01/2021 18:36
cenpra.gov.br;Centro de Tecnologia da InformaÁ„o Renato Archer;004.822.500/0001-60;Jarbas Lopes Cardoso Junior;11/01/2002 12:47;02/02/2021 18:15
censo2000.gov.br;FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE;033.787.094/0001-40;Jose Luiz Thomaselli Nogueira;26/07/2000 13:34;04/09/2020 20:52
censo.gov.br;FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE;033.787.094/0001-40;Jose Luiz Thomaselli Nogueira;26/07/2000 13:34;04/09/2020 20:51
centelha.gov.br;MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACOES;000.394.437/0003-19;DOMINGOS CARLOS PEREIRA REGO;12/03/2019 19:02;13/07/2020 19:40
centrodememoriabndes.gov.br;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;033.657.248/0001-89;Eduardo Carneiro da Cunha;11/12/2014 09:24;11/12/2014 09:24
cepec.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
cepesc.gov.br;Agencia Brasileira de Inteligencia;001.175.497/0001-41;Rodrigo Bastos Vasconcelos Teperino;01/01/1996 12:00;01/06/2020 17:13
ceplacdf.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
ceplac.gov.br;COMISSAO EXECUTIVA DO PLANO DA LAVOURA CACAUEIRA;033.004.300/0003-60;Cec√≠lia Maria Tavares de Souza Carvalho;27/09/1997 12:00;05/05/2020 20:44
ceplacpa.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
cernai.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
certics.gov.br;Centro de Tecnologia da InformaÁ„o Renato Archer;004.822.500/0001-60;Jarbas Lopes Cardoso Junior;17/09/2012 10:37;02/02/2021 18:18
certidaodenascimento.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
cetem.gov.br;CENTRO DE TECNOLOGIA MINERAL;004.074.457/0001-00;Jackson de Figueiredo Neto;01/01/1996 12:00;16/08/2022 14:01
cetene.gov.br;MinistÈrio da CiÍncia, Tecnologia e InovaÁ„o;001.263.896/0021-08;Giovanna Machado;26/06/2007 19:28;18/01/2019 13:48
ceturb.gov.br;Comp de Transp Urb da Grande Vit√≥ria;028.503.894/0001-51;Denise de Moura Cadete Gazzinelli Cruz;29/05/2000 19:31;08/09/2021 19:21
cfa.gov.br;CFA - CONSELHO FEDERAL DE ADMINISTRACAO;034.061.135/0001-89;Mauro Kreuz;18/03/2009 19:41;14/01/2015 12:56
cfbio.gov.br;Conselho Federal de Biologia;000.720.532/0001-01;Wlademir Jo„o Tadei;07/08/2009 15:06;21/04/2020 14:41
cfbm.gov.br;CONSELHO FEDERAL DE BIOMEDICINA;052.391.703/0001-91;Silvio Jose Cecchi;17/11/2015 12:39;05/05/2020 20:44
cfmv.gov.br;CONSELHO FEDERAL DE MEDICINA VETERINARIA;000.119.784/0001-71;Francisco Cavalcanti de Almeida;29/12/2010 12:54;01/11/2021 20:20
cft.gov.br;Conselho de Teologos do Brasil - Coteb;005.032.746/0001-09;Walter da Silva Filho;27/09/2011 18:22;05/05/2020 20:44
cgna.gov.br;Departamento de Controle do EspaÁo AÈreo;000.394.429/0048-74;SeÁ„o de Rede Local;26/12/2001 18:40;27/10/2020 20:27
cgtee.gov.br;Companhia de GeraÁ„o Termica de Energia Eletrica;002.016.507/0004-01;DTL DINT;11/07/2000 13:28;05/04/2022 18:35
cgteletrosul.gov.br;Companhia de Geracao Termica de Energia Eletrica;002.016.507/0001-69;DTL DINT;12/07/2019 13:54;05/04/2022 18:37
cgu.gov.br;MinistÈrio da TransparÍncia e Controloadoria-Geral;026.664.015/0001-48;LEONARDO ALAMY MARTINS;24/05/2002 12:30;05/05/2020 20:44
chequeazul.gov.br;CAIXA ECONOMICA FEDERAL;000.360.305/0674-46;GerÍncia de Internet da CAIXA;04/08/2000 20:46;16/07/2015 20:40
chesf.gov.br;COMPANHIA HIDROELETRICA DO SAO FRANCISCO;033.541.368/0001-16;SuperintendÍncia de Tec. da InformaÁ„o;17/04/1996 12:00;11/07/2020 14:49
chicomendes.gov.br;INSTITUTO CHICO MENDES DE CONS. DA BIODIVERSIDADE;008.829.974/0001-94;Homero de Giorge Cerqueira;29/04/2011 14:47;19/04/2013 12:32
ciasc.gov.br;Centro de Informatica e Automacao do Estado de SC;083.043.745/0001-65;GerÍcia de Redes;01/01/1996 12:00;23/06/2022 18:49
ci-brasil.gov.br;Centro de Tecnologia da InformaÁ„o Renato Archer;004.822.500/0001-60;Jarbas Lopes Cardoso Junior;05/12/2007 18:49;22/07/2022 19:21
cidadaniafinanceira.gov.br;Banco Central do Brasil;000.038.166/0001-05;Caio Moreira Fernandes;31/03/2015 16:27;17/06/2015 22:21
cidadania.gov.br;CGLC DO MINISTERIO DA CIDADANIA;005.756.246/0004-54;Ricardo Alexandre Araujo Silva;25/10/2000 12:50;05/09/2022 23:55
cidadesdigitais.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;033.683.111/0001-07;Gest„o do ServiÁo Internet - SERPRO;28/08/2013 14:37;08/06/2020 13:45
cidades.gov.br;MinistÈrio das Cidades;005.465.986/0001-99;Ramon Lacerda Fonseca;19/02/2003 18:46;11/05/2022 13:24
ciencianaescola.gov.br;MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACOES;000.394.437/0003-19;DOMINGOS CARLOS PEREIRA REGO;02/04/2019 12:14;09/02/2021 21:37
cienciasemfronteiras.gov.br;FUNDACAO CAPES;000.889.834/0001-08;Milton Sampaio Castro de Oliveira;01/12/2011 16:19;11/03/2014 21:45
cienciasus.gov.br;MinistÈrio da Sa√∫de;000.394.544/0001-85;Departamento de DoenÁas de CondiÁıes Cr√¥;23/01/2019 23:30;27/12/2019 17:39
cinemateca.gov.br;Ministerio da Cultura;003.221.904/0001-35;Olga Futemma;20/05/2004 15:53;05/05/2020 20:44
cin-sci.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
ciscea.gov.br;COMISSAO DE IMPLANTACAO DO SISTEMA DE CONTROLE DO;000.394.429/0133-50;Marcio Teixeira;17/03/2005 20:01;31/01/2020 11:37
citenel.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
cjf.gov.br;CONSELHO DA JUSTICA FEDERAL;000.508.903/0001-88;Paulo Martins InocÍncio;29/01/1997 11:00;16/07/2019 18:36
clicksaudavel.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
clique100.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
cmb.gov.br;CASA DA MOEDA DO BRASIL CMB;034.164.319/0005-06;Vitor da Silva Abreu;22/08/2007 11:39;11/06/2019 14:17
cmrj.gov.br;CAMARA MUNICIPAL DO RIO DE JANEIRO;030.467.039/0001-84;Monica Zopelari Roseti;15/12/1995 12:00;05/05/2020 20:44
cnarq.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
cnater.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
cndrs.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
cnen.gov.br;Comiss„o Nacional de Energia Nuclear;000.402.552/0001-26;Paulo Roberto Pertusi;16/02/1996 12:00;16/03/2022 15:15
cnenpc.gov.br;COMISS√ÉO NACIONAL DE ENERGIA NUCLEAR;000.402.552/0007-11;ANTONIO LUIZ QUINELATO;26/03/2001 12:28;05/05/2020 20:44
cnfcp.gov.br;Centro Nacional de Folclore e Cultura Popular;026.474.056/0031-97;Lucia Yunes;21/07/2008 19:58;22/04/2020 16:37
cnir.gov.br;Ministerio do Planejamento;000.489.828/0018-01;Eleidimar Odilia;24/08/2022 12:16;24/08/2022 12:16
